week,symbol,cluster_id,w_fast,w_slow,w
2018-07-16,XLM,,-0.05,0.0,-0.020999999999999998
2018-07-16,XRP,,0.05,0.0,0.020999999999999998
2018-07-23,ADA,,-0.05,0.05,-0.015999999999999997
2018-07-23,BNB,,-0.05,-0.05,-0.04
2018-07-23,BTC,,0.0,-0.05,-0.012
2018-07-23,ETC,,0.0,-0.05,-0.012
2018-07-23,ETH,,0.05,0.0,0.027999999999999997
2018-07-23,LTC,,0.05,0.0,0.027999999999999997
2018-07-23,TRX,,0.0,0.0,0.0
2018-07-23,XLM,,-0.05,0.05,-0.015999999999999997
2018-07-23,XRP,,0.05,0.05,0.04
2018-07-30,ADA,,-0.05,0.05,-0.011999999999999999
2018-07-30,BNB,,0.0,-0.05,-0.009
2018-07-30,BTC,,-0.05,-0.05,-0.029999999999999995
2018-07-30,ETC,,0.05,-0.05,0.011999999999999999
2018-07-30,ETH,,0.05,0.0,0.020999999999999998
2018-07-30,LTC,,0.0,0.0,0.0
2018-07-30,TRX,,0.0,0.0,0.0
2018-07-30,VET,,0.0,0.0,0.0
2018-07-30,XLM,,-0.05,0.05,-0.011999999999999999
2018-07-30,XRP,,0.05,0.05,0.029999999999999995
2018-08-06,ADA,,-0.05,0.05,-0.015999999999999997
2018-08-06,BNB,,0.0,-0.05,-0.012
2018-08-06,BTC,,0.0,-0.05,-0.012
2018-08-06,ETC,,0.05,-0.05,0.015999999999999997
2018-08-06,ETH,,0.05,0.0,0.027999999999999997
2018-08-06,LTC,,0.05,0.0,0.027999999999999997
2018-08-06,TRX,,-0.05,0.0,-0.027999999999999997
2018-08-06,VET,,0.0,0.0,0.0
2018-08-06,XLM,,-0.05,0.05,-0.015999999999999997
2018-08-06,XRP,,0.0,0.05,0.012
2018-08-13,ADA,,0.05,0.05,0.029999999999999995
2018-08-13,BNB,,-0.05,-0.05,-0.029999999999999995
2018-08-13,BTC,,0.0,-0.05,-0.009
2018-08-13,ETC,,0.0,-0.05,-0.009
2018-08-13,ETH,,0.05,0.0,0.020999999999999998
2018-08-13,LTC,,0.05,0.0,0.020999999999999998
2018-08-13,TRX,,-0.05,0.0,-0.020999999999999998
2018-08-13,VET,,0.0,0.0,0.0
2018-08-13,XLM,,0.0,0.05,0.009
2018-08-13,XRP,,-0.05,0.05,-0.011999999999999999
2018-08-20,ADA,,0.05,0.0,0.027999999999999997
2018-08-20,BNB,,-0.05,-0.05,-0.04
2018-08-20,BTC,,0.05,-0.05,0.015999999999999997
2018-08-20,ETC,,0.0,0.05,0.012
2018-08-20,ETH,,0.05,0.0,0.027999999999999997
2018-08-20,LTC,,0.0,-0.05,-0.012
2018-08-20,TRX,,0.0,0.05,0.012
2018-08-20,VET,,-0.05,0.0,-0.027999999999999997
2018-08-20,XLM,,0.0,0.0,0.0
2018-08-20,XRP,,-0.05,0.05,-0.015999999999999997
2018-08-27,ADA,,0.0,0.0,0.0
2018-08-27,BNB,,0.0,-0.05,-0.009
2018-08-27,BTC,,0.05,-0.05,0.011999999999999999
2018-08-27,ETC,,0.0,0.05,0.009
2018-08-27,ETH,,0.05,0.0,0.020999999999999998
2018-08-27,LTC,,0.0,-0.05,-0.009
2018-08-27,TRX,,-0.05,0.05,-0.011999999999999999
2018-08-27,VET,,-0.05,0.0,-0.020999999999999998
2018-08-27,XLM,,0.05,0.0,0.020999999999999998
2018-08-27,XRP,,-0.05,0.05,-0.011999999999999999
2018-09-03,ADA,,-0.05,0.0,-0.020999999999999998
2018-09-03,BNB,,0.0,-0.05,-0.009
2018-09-03,BTC,,0.05,-0.05,0.011999999999999999
2018-09-03,ETC,,0.05,0.05,0.029999999999999995
2018-09-03,ETH,,0.0,0.0,0.0
2018-09-03,LTC,,0.0,-0.05,-0.009
2018-09-03,TRX,,-0.05,0.05,-0.011999999999999999
2018-09-03,VET,,-0.05,0.0,-0.020999999999999998
2018-09-03,XLM,,0.05,0.0,0.020999999999999998
2018-09-03,XRP,,0.0,0.05,0.009
2018-09-10,ADA,,-0.05,0.0,-0.020999999999999998
2018-09-10,BNB,,0.0,-0.05,-0.009
2018-09-10,BTC,,0.05,-0.05,0.011999999999999999
2018-09-10,ETC,,0.05,0.05,0.029999999999999995
2018-09-10,ETH,,-0.05,0.0,-0.020999999999999998
2018-09-10,LTC,,0.0,-0.05,-0.009
2018-09-10,TRX,,0.0,0.05,0.009
2018-09-10,VET,,-0.05,0.0,-0.020999999999999998
2018-09-10,XLM,,0.0,0.0,0.0
2018-09-10,XRP,,0.05,0.05,0.029999999999999995
2018-09-17,ADA,,-0.05,0.0,-0.020999999999999998
2018-09-17,BNB,,0.05,-0.05,0.011999999999999999
2018-09-17,BTC,,0.05,-0.05,0.011999999999999999
2018-09-17,ETC,,0.05,0.0,0.020999999999999998
2018-09-17,ETH,,0.0,0.05,0.009
2018-09-17,LTC,,0.0,-0.05,-0.009
2018-09-17,TRX,,0.0,0.0,0.0
2018-09-17,VET,,0.0,0.05,0.009
2018-09-17,XLM,,-0.05,0.0,-0.020999999999999998
2018-09-17,XRP,,-0.05,0.05,-0.011999999999999999
2018-09-24,ADA,,-0.05,0.0,-0.034999999999999996
2018-09-24,BNB,,0.0,-0.05,-0.015
2018-09-24,BTC,,0.05,-0.05,0.019999999999999997
2018-09-24,ETC,,0.05,0.0,0.034999999999999996
2018-09-24,ETH,,0.0,0.05,0.015
2018-09-24,LTC,,0.0,-0.05,-0.015
2018-09-24,TRX,,0.0,0.0,0.0
2018-09-24,VET,,0.05,0.05,0.049999999999999996
2018-09-24,XLM,,-0.05,0.0,-0.034999999999999996
2018-09-24,XRP,,-0.05,0.05,-0.019999999999999997
2018-10-01,ADA,,-0.05,0.0,-0.027999999999999997
2018-10-01,BNB,,0.0,-0.05,-0.012
2018-10-01,BTC,,0.05,-0.05,0.015999999999999997
2018-10-01,ETC,,0.05,0.0,0.027999999999999997
2018-10-01,ETH,,0.0,0.05,0.012
2018-10-01,LTC,,0.0,-0.05,-0.012
2018-10-01,TRX,,0.0,0.0,0.0
2018-10-01,VET,,0.05,0.05,0.04
2018-10-01,XLM,,-0.05,0.0,-0.027999999999999997
2018-10-01,XRP,,-0.05,0.05,-0.015999999999999997
2018-10-08,ADA,,-0.05,0.0,-0.027999999999999997
2018-10-08,BNB,,0.0,-0.05,-0.012
2018-10-08,BTC,,0.05,-0.05,0.015999999999999997
2018-10-08,ETC,,0.05,0.0,0.027999999999999997
2018-10-08,ETH,,0.0,0.05,0.012
2018-10-08,LTC,,0.0,-0.05,-0.012
2018-10-08,TRX,,0.0,0.0,0.0
2018-10-08,VET,,0.05,0.05,0.04
2018-10-08,XLM,,-0.05,0.0,-0.027999999999999997
2018-10-08,XRP,,-0.05,0.05,-0.015999999999999997
2018-10-15,ADA,,0.0,0.05,0.012
2018-10-15,BNB,,0.0,-0.05,-0.012
2018-10-15,BTC,,0.05,-0.05,0.015999999999999997
2018-10-15,ETC,,0.0,-0.05,-0.012
2018-10-15,ETH,,0.0,0.05,0.012
2018-10-15,LTC,,0.05,0.0,0.027999999999999997
2018-10-15,TRX,,-0.05,0.0,-0.027999999999999997
2018-10-15,VET,,0.05,0.0,0.027999999999999997
2018-10-15,XLM,,-0.05,0.0,-0.027999999999999997
2018-10-15,XRP,,-0.05,0.05,-0.015999999999999997
2018-10-22,ADA,,0.0,0.05,0.009
2018-10-22,BNB,,0.0,-0.05,-0.009
2018-10-22,BTC,,0.05,-0.05,0.011999999999999999
2018-10-22,ETC,,0.0,-0.05,-0.009
2018-10-22,ETH,,0.0,0.05,0.009
2018-10-22,LTC,,0.05,0.0,0.020999999999999998
2018-10-22,TRX,,-0.05,0.0,-0.020999999999999998
2018-10-22,VET,,0.05,0.0,0.020999999999999998
2018-10-22,XLM,,-0.05,0.0,-0.020999999999999998
2018-10-22,XRP,,-0.05,0.05,-0.011999999999999999
2018-10-29,ADA,,-0.05,0.05,-0.011999999999999999
2018-10-29,BNB,,0.05,-0.05,0.011999999999999999
2018-10-29,BTC,,0.05,-0.05,0.011999999999999999
2018-10-29,ETC,,0.0,-0.05,-0.009
2018-10-29,ETH,,0.0,0.05,0.009
2018-10-29,LTC,,0.0,0.0,0.0
2018-10-29,TRX,,0.0,0.0,0.0
2018-10-29,VET,,0.05,0.0,0.020999999999999998
2018-10-29,XLM,,-0.05,0.0,-0.020999999999999998
2018-10-29,XRP,,-0.05,0.05,-0.011999999999999999
2018-11-05,ADA,,-0.05,0.05,-0.011999999999999999
2018-11-05,BNB,,0.0,-0.05,-0.009
2018-11-05,BTC,,0.05,-0.05,0.011999999999999999
2018-11-05,ETC,,0.05,-0.05,0.011999999999999999
2018-11-05,ETH,,0.0,0.05,0.009
2018-11-05,LTC,,0.0,0.0,0.0
2018-11-05,TRX,,0.0,0.0,0.0
2018-11-05,VET,,0.05,0.0,0.020999999999999998
2018-11-05,XLM,,-0.05,0.0,-0.020999999999999998
2018-11-05,XRP,,-0.05,0.05,-0.011999999999999999
2018-11-12,ADA,,-0.05,0.05,-0.015999999999999997
2018-11-12,BNB,,0.0,-0.05,-0.012
2018-11-12,BTC,,0.05,-0.05,0.015999999999999997
2018-11-12,ETC,,0.05,0.0,0.027999999999999997
2018-11-12,ETH,,0.0,-0.05,-0.012
2018-11-12,LTC,,-0.05,0.0,-0.027999999999999997
2018-11-12,TRX,,0.05,0.0,0.027999999999999997
2018-11-12,VET,,0.0,0.05,0.012
2018-11-12,XLM,,-0.05,0.0,-0.027999999999999997
2018-11-12,XRP,,0.0,0.05,0.012
2018-11-19,ADA,,-0.05,0.05,-0.015999999999999997
2018-11-19,BNB,,0.0,-0.05,-0.012
2018-11-19,BTC,,0.05,-0.05,0.015999999999999997
2018-11-19,ETC,,0.0,0.0,0.0
2018-11-19,ETH,,0.0,-0.05,-0.012
2018-11-19,LTC,,0.05,0.0,0.027999999999999997
2018-11-19,TRX,,0.0,0.0,0.0
2018-11-19,VET,,-0.05,0.05,-0.015999999999999997
2018-11-19,XLM,,-0.05,0.0,-0.027999999999999997
2018-11-19,XRP,,0.05,0.05,0.04
2018-11-26,ADA,,-0.05,0.05,-0.015999999999999997
2018-11-26,BNB,,0.0,-0.05,-0.012
2018-11-26,BTC,,0.05,-0.05,0.015999999999999997
2018-11-26,ETC,,0.0,0.0,0.0
2018-11-26,ETH,,0.05,-0.05,0.015999999999999997
2018-11-26,LTC,,0.05,0.0,0.027999999999999997
2018-11-26,TRX,,-0.05,0.0,-0.027999999999999997
2018-11-26,VET,,0.0,0.05,0.012
2018-11-26,XLM,,-0.05,0.0,-0.027999999999999997
2018-11-26,XRP,,0.0,0.05,0.012
2018-12-03,ADA,,-0.05,0.05,-0.015999999999999997
2018-12-03,BNB,,0.0,-0.05,-0.012
2018-12-03,BTC,,0.05,-0.05,0.015999999999999997
2018-12-03,ETC,,-0.05,0.0,-0.027999999999999997
2018-12-03,ETH,,0.05,-0.05,0.015999999999999997
2018-12-03,LTC,,0.0,0.0,0.0
2018-12-03,TRX,,-0.05,0.0,-0.027999999999999997
2018-12-03,VET,,0.0,0.05,0.012
2018-12-03,XLM,,0.05,0.0,0.027999999999999997
2018-12-03,XRP,,0.0,0.05,0.012
2018-12-10,ADA,,-0.05,0.05,-0.015999999999999997
2018-12-10,BNB,,0.0,-0.05,-0.012
2018-12-10,BTC,,0.05,-0.05,0.015999999999999997
2018-12-10,ETC,,0.0,0.0,0.0
2018-12-10,ETH,,0.05,0.0,0.027999999999999997
2018-12-10,LTC,,-0.05,-0.05,-0.04
2018-12-10,TRX,,-0.05,0.0,-0.027999999999999997
2018-12-10,VET,,0.0,0.05,0.012
2018-12-10,XLM,,0.0,0.05,0.012
2018-12-10,XRP,,0.05,0.0,0.027999999999999997
2018-12-17,ADA,,-0.05,0.05,-0.011999999999999999
2018-12-17,BNB,,0.05,-0.05,0.011999999999999999
2018-12-17,BTC,,0.05,-0.05,0.011999999999999999
2018-12-17,ETC,,0.0,0.0,0.0
2018-12-17,ETH,,-0.05,0.0,-0.020999999999999998
2018-12-17,LTC,,0.0,-0.05,-0.009
2018-12-17,TRX,,-0.05,0.0,-0.020999999999999998
2018-12-17,VET,,0.0,0.05,0.009
2018-12-17,XLM,,0.0,0.05,0.009
2018-12-17,XRP,,0.05,0.0,0.020999999999999998
2018-12-24,ADA,,-0.05,0.05,-0.015999999999999997
2018-12-24,BNB,,0.05,-0.05,0.015999999999999997
2018-12-24,BTC,,0.05,-0.05,0.015999999999999997
2018-12-24,ETC,,0.0,0.0,0.0
2018-12-24,ETH,,-0.05,0.0,-0.027999999999999997
2018-12-24,LTC,,0.05,-0.05,0.015999999999999997
2018-12-24,TRX,,-0.05,0.0,-0.027999999999999997
2018-12-24,VET,,0.0,0.05,0.012
2018-12-24,XLM,,0.0,0.05,0.012
2018-12-24,XRP,,0.0,0.0,0.0
2018-12-31,ADA,,-0.05,0.05,-0.015999999999999997
2018-12-31,BNB,,0.05,-0.05,0.015999999999999997
2018-12-31,BTC,,0.05,-0.05,0.015999999999999997
2018-12-31,ETC,,0.0,0.0,0.0
2018-12-31,ETH,,-0.05,0.0,-0.027999999999999997
2018-12-31,LTC,,0.05,-0.05,0.015999999999999997
2018-12-31,TRX,,-0.05,0.0,-0.027999999999999997
2018-12-31,VET,,0.0,0.05,0.012
2018-12-31,XLM,,0.0,0.05,0.012
2018-12-31,XRP,,0.0,0.0,0.0
2019-01-07,ADA,,-0.05,0.05,-0.015999999999999997
2019-01-07,BNB,,0.05,-0.05,0.015999999999999997
2019-01-07,BTC,,0.05,-0.05,0.015999999999999997
2019-01-07,ETC,,0.0,0.0,0.0
2019-01-07,ETH,,-0.05,0.0,-0.027999999999999997
2019-01-07,LTC,,0.0,-0.05,-0.012
2019-01-07,TRX,,-0.05,0.05,-0.015999999999999997
2019-01-07,VET,,0.0,0.05,0.012
2019-01-07,XLM,,0.05,0.0,0.027999999999999997
2019-01-07,XRP,,0.0,0.0,0.0
2019-01-14,ADA,,-0.05,0.05,-0.015999999999999997
2019-01-14,BNB,,0.0,-0.05,-0.012
2019-01-14,BTC,,0.05,-0.05,0.015999999999999997
2019-01-14,ETC,,0.0,0.0,0.0
2019-01-14,ETH,,-0.05,0.0,-0.027999999999999997
2019-01-14,LTC,,-0.05,-0.05,-0.04
2019-01-14,TRX,,0.0,0.05,0.012
2019-01-14,VET,,0.0,0.05,0.012
2019-01-14,XLM,,0.05,0.0,0.027999999999999997
2019-01-14,XRP,,0.05,0.0,0.027999999999999997
2019-01-21,ADA,,0.0,0.05,0.012
2019-01-21,BNB,,0.0,-0.05,-0.012
2019-01-21,BTC,,0.05,-0.05,0.015999999999999997
2019-01-21,ETC,,0.0,0.0,0.0
2019-01-21,ETH,,-0.05,0.0,-0.027999999999999997
2019-01-21,LINK,,0.0,0.0,0.0
2019-01-21,LTC,,-0.05,-0.05,-0.04
2019-01-21,TRX,,-0.05,0.05,-0.015999999999999997
2019-01-21,VET,,0.05,0.05,0.04
2019-01-21,XLM,,0.05,0.0,0.027999999999999997
2019-01-21,XRP,,0.0,0.0,0.0
2019-01-28,ADA,,0.0,0.05,0.012
2019-01-28,BNB,,-0.05,-0.05,-0.04
2019-01-28,BTC,,0.05,-0.05,0.015999999999999997
2019-01-28,ETC,,0.05,0.0,0.027999999999999997
2019-01-28,ETH,,0.0,0.0,0.0
2019-01-28,LINK,,0.0,0.0,0.0
2019-01-28,LTC,,-0.05,-0.05,-0.04
2019-01-28,TRX,,-0.05,0.05,-0.015999999999999997
2019-01-28,VET,,0.0,0.05,0.012
2019-01-28,XLM,,0.05,0.0,0.027999999999999997
2019-01-28,XRP,,0.0,0.0,0.0
2019-02-04,ADA,,0.0,0.05,0.012
2019-02-04,BNB,,0.0,-0.05,-0.012
2019-02-04,BTC,,0.05,-0.05,0.015999999999999997
2019-02-04,ETC,,0.05,0.05,0.04
2019-02-04,ETH,,0.0,0.05,0.012
2019-02-04,LINK,,-0.05,0.0,-0.027999999999999997
2019-02-04,LTC,,0.0,0.0,0.0
2019-02-04,TRX,,-0.05,0.0,-0.027999999999999997
2019-02-04,VET,,0.0,-0.05,-0.012
2019-02-04,XLM,,0.05,0.0,0.027999999999999997
2019-02-04,XRP,,-0.05,0.0,-0.027999999999999997
2019-02-11,ADA,,0.0,0.05,0.012
2019-02-11,BNB,,0.0,-0.05,-0.012
2019-02-11,BTC,,0.05,-0.05,0.015999999999999997
2019-02-11,ETC,,0.05,0.05,0.04
2019-02-11,ETH,,0.0,0.05,0.012
2019-02-11,LINK,,-0.05,0.0,-0.027999999999999997
2019-02-11,LTC,,0.05,0.0,0.027999999999999997
2019-02-11,TRX,,-0.05,0.0,-0.027999999999999997
2019-02-11,VET,,0.0,-0.05,-0.012
2019-02-11,XLM,,0.0,0.0,0.0
2019-02-11,XRP,,-0.05,0.0,-0.027999999999999997
2019-02-18,ADA,,-0.10000000000000003,0.05,-0.03300000000000001
2019-02-18,BNB,,-0.05,-0.05,-0.029999999999999995
2019-02-18,BTC,,-0.10000000000000003,-0.05,-0.05100000000000001
2019-02-18,ETC,,-0.10000000000000003,0.05,-0.03300000000000001
2019-02-18,ETH,,-0.10000000000000003,0.05,-0.03300000000000001
2019-02-18,LINK,,-0.10000000000000003,0.0,-0.04200000000000001
2019-02-18,LTC,,-0.05,0.0,-0.020999999999999998
2019-02-18,TRX,,-0.10000000000000003,0.0,-0.04200000000000001
2019-02-18,VET,,-0.10000000000000003,-0.05,-0.05100000000000001
2019-02-18,XLM,,-0.10000000000000003,0.0,-0.04200000000000001
2019-02-18,XRP,,-0.10000000000000003,0.0,-0.04200000000000001
2019-02-25,ADA,,0.0,0.05,0.012
2019-02-25,BNB,,0.0,-0.05,-0.012
2019-02-25,BTC,,0.05,-0.05,0.015999999999999997
2019-02-25,ETC,,0.05,0.05,0.04
2019-02-25,ETH,,0.0,0.05,0.012
2019-02-25,LINK,,-0.05,0.0,-0.027999999999999997
2019-02-25,LTC,,0.05,0.0,0.027999999999999997
2019-02-25,TRX,,-0.05,0.0,-0.027999999999999997
2019-02-25,VET,,0.0,-0.05,-0.012
2019-02-25,XLM,,0.0,0.0,0.0
2019-02-25,XRP,,-0.05,0.0,-0.027999999999999997
2019-03-04,ADA,,0.0,0.0,0.0
2019-03-04,BNB,,0.0,-0.05,-0.012
2019-03-04,BTC,,0.05,-0.05,0.015999999999999997
2019-03-04,ETC,,0.05,0.0,0.027999999999999997
2019-03-04,ETH,,0.0,0.0,0.0
2019-03-04,FET,,-0.05,0.0,-0.027999999999999997
2019-03-04,LINK,,-0.05,0.05,-0.015999999999999997
2019-03-04,LTC,,0.05,-0.05,0.015999999999999997
2019-03-04,TRX,,-0.05,0.05,-0.015999999999999997
2019-03-04,VET,,0.0,0.0,0.0
2019-03-04,XLM,,0.0,0.05,0.012
2019-03-04,XRP,,-0.05,0.0,-0.027999999999999997
2019-03-11,ADA,,0.0,0.0,0.0
2019-03-11,BNB,,0.0,-0.05,-0.015
2019-03-11,BTC,,0.05,-0.05,0.019999999999999997
2019-03-11,ETC,,0.05,0.0,0.034999999999999996
2019-03-11,ETH,,0.0,0.0,0.0
2019-03-11,FET,,-0.05,0.0,-0.034999999999999996
2019-03-11,LINK,,-0.05,0.05,-0.019999999999999997
2019-03-11,LTC,,0.05,-0.05,0.019999999999999997
2019-03-11,TRX,,-0.05,0.05,-0.019999999999999997
2019-03-11,VET,,0.0,0.0,0.0
2019-03-11,XLM,,0.0,0.05,0.015
2019-03-11,XRP,,-0.05,0.0,-0.034999999999999996
2019-03-18,ADA,,0.0,0.0,0.0
2019-03-18,BNB,,0.05,-0.05,0.015999999999999997
2019-03-18,BTC,,0.05,-0.05,0.015999999999999997
2019-03-18,ETC,,0.05,0.0,0.027999999999999997
2019-03-18,ETH,,0.0,0.0,0.0
2019-03-18,FET,,-0.05,0.0,-0.027999999999999997
2019-03-18,LINK,,-0.05,0.05,-0.015999999999999997
2019-03-18,LTC,,0.0,-0.05,-0.012
2019-03-18,TRX,,-0.05,0.05,-0.015999999999999997
2019-03-18,VET,,0.0,0.0,0.0
2019-03-18,XLM,,0.0,0.05,0.012
2019-03-18,XRP,,-0.05,0.0,-0.027999999999999997
2019-03-25,ADA,,0.0,0.0,0.0
2019-03-25,BNB,,0.05,-0.05,0.015999999999999997
2019-03-25,BTC,,0.05,-0.05,0.015999999999999997
2019-03-25,ETC,,0.05,0.0,0.027999999999999997
2019-03-25,ETH,,0.0,0.0,0.0
2019-03-25,FET,,-0.05,0.0,-0.027999999999999997
2019-03-25,LINK,,-0.05,0.05,-0.015999999999999997
2019-03-25,LTC,,0.0,-0.05,-0.012
2019-03-25,TRX,,-0.05,0.05,-0.015999999999999997
2019-03-25,VET,,0.0,0.0,0.0
2019-03-25,XLM,,0.05,0.05,0.04
2019-03-25,XRP,,-0.05,0.0,-0.027999999999999997
2019-03-25,ZEC,,-0.05,0.0,-0.027999999999999997
2019-04-01,ADA,,0.0,0.05,0.012
2019-04-01,BNB,,0.05,-0.05,0.015999999999999997
2019-04-01,BTC,,0.05,-0.05,0.015999999999999997
2019-04-01,DASH,,0.0,0.0,0.0
2019-04-01,ETC,,-0.05,0.0,-0.027999999999999997
2019-04-01,ETH,,0.0,0.0,0.0
2019-04-01,FET,,0.0,0.0,0.0
2019-04-01,LINK,,0.0,0.05,0.012
2019-04-01,LTC,,-0.05,0.05,-0.015999999999999997
2019-04-01,TRX,,-0.05,0.05,-0.015999999999999997
2019-04-01,VET,,0.05,-0.05,0.015999999999999997
2019-04-01,XLM,,0.05,0.0,0.027999999999999997
2019-04-01,XRP,,-0.05,-0.05,-0.04
2019-04-01,ZEC,,0.0,0.0,0.0
2019-04-08,ADA,,0.0,0.05,0.015
2019-04-08,BNB,,0.05,-0.05,0.019999999999999997
2019-04-08,BTC,,0.05,-0.05,0.019999999999999997
2019-04-08,DASH,,0.0,0.0,0.0
2019-04-08,ETC,,-0.05,0.0,-0.034999999999999996
2019-04-08,ETH,,0.0,0.0,0.0
2019-04-08,FET,,0.0,0.0,0.0
2019-04-08,LINK,,0.0,0.05,0.015
2019-04-08,LTC,,-0.05,0.05,-0.019999999999999997
2019-04-08,TRX,,-0.05,0.05,-0.019999999999999997
2019-04-08,VET,,0.05,-0.05,0.019999999999999997
2019-04-08,XLM,,0.05,0.0,0.034999999999999996
2019-04-08,XRP,,-0.05,-0.05,-0.049999999999999996
2019-04-08,ZEC,,0.0,0.0,0.0
2019-04-15,ADA,,-0.05,0.05,-0.011999999999999999
2019-04-15,BNB,,0.05,-0.05,0.011999999999999999
2019-04-15,BTC,,0.0,-0.05,-0.009
2019-04-15,DASH,,-0.05,0.0,-0.020999999999999998
2019-04-15,ETC,,-0.05,0.0,-0.020999999999999998
2019-04-15,ETH,,0.05,0.0,0.020999999999999998
2019-04-15,FET,,0.0,0.0,0.0
2019-04-15,LINK,,0.05,0.05,0.029999999999999995
2019-04-15,LTC,,-0.05,0.05,-0.011999999999999999
2019-04-15,TRX,,0.0,0.05,0.009
2019-04-15,VET,,0.0,-0.05,-0.009
2019-04-15,XLM,,0.0,0.0,0.0
2019-04-15,XRP,,0.05,-0.05,0.011999999999999999
2019-04-15,ZEC,,0.0,0.0,0.0
2019-04-22,ADA,,0.0,0.05,0.012
2019-04-22,BNB,,0.05,-0.05,0.015999999999999997
2019-04-22,BTC,,0.05,-0.05,0.015999999999999997
2019-04-22,DASH,,0.0,0.0,0.0
2019-04-22,ETC,,-0.05,0.0,-0.027999999999999997
2019-04-22,ETH,,0.05,0.0,0.027999999999999997
2019-04-22,FET,,-0.05,0.0,-0.027999999999999997
2019-04-22,LINK,,0.05,0.05,0.04
2019-04-22,LTC,,-0.05,0.05,-0.015999999999999997
2019-04-22,TRX,,0.0,0.05,0.012
2019-04-22,VET,,0.0,-0.05,-0.012
2019-04-22,XLM,,0.0,0.0,0.0
2019-04-22,XRP,,-0.05,-0.05,-0.04
2019-04-22,ZEC,,0.0,0.0,0.0
2019-04-29,ADA,,0.05,0.05,0.04
2019-04-29,BNB,,-0.05,-0.05,-0.04
2019-04-29,BTC,,0.05,-0.05,0.015999999999999997
2019-04-29,DASH,,0.0,0.05,0.012
2019-04-29,ETC,,0.0,0.05,0.012
2019-04-29,ETH,,0.0,-0.05,-0.012
2019-04-29,FET,,-0.05,0.05,-0.015999999999999997
2019-04-29,LINK,,-0.05,0.0,-0.027999999999999997
2019-04-29,LTC,,0.0,0.0,0.0
2019-04-29,TRX,,0.05,0.0,0.027999999999999997
2019-04-29,VET,,0.0,0.0,0.0
2019-04-29,XLM,,0.05,0.0,0.027999999999999997
2019-04-29,XRP,,-0.05,-0.05,-0.04
2019-04-29,ZEC,,0.0,0.0,0.0
2019-05-06,ADA,,0.0,0.05,0.009
2019-05-06,ATOM,,0.0,0.0,0.0
2019-05-06,BNB,,-0.05,-0.05,-0.029999999999999995
2019-05-06,BTC,,0.0,-0.05,-0.009
2019-05-06,DASH,,0.0,0.05,0.009
2019-05-06,ETC,,0.05,0.05,0.029999999999999995
2019-05-06,ETH,,0.0,-0.05,-0.009
2019-05-06,FET,,-0.05,0.05,-0.011999999999999999
2019-05-06,LINK,,-0.05,0.0,-0.020999999999999998
2019-05-06,LTC,,-0.05,0.0,-0.020999999999999998
2019-05-06,TRX,,0.05,0.0,0.020999999999999998
2019-05-06,VET,,0.0,0.0,0.0
